u,theta_d,rho,vel,,u,delta_u,x,y,theta_d,,
750.1,-1.215214553,-0.000111724,16.66666667,,750.1,0.099265939,148.2109066,-576.44295,-1.215214553,,
750.2,-1.213326083,0.009441256,16.66666667,,750.2,0.100084793,148.2457497,-576.5367739,-1.213326083,,
750.3,-1.212605023,0.003607544,16.66666667,,750.3,0.099938407,148.2807187,-576.6303947,-1.212605023,,
750.4,-1.211523339,0.005411884,16.66666667,,750.4,0.099937274,148.3157548,-576.7239892,-1.211523339,,
750.5,-1.209599847,0.009620395,16.66666667,,750.5,0.09993466,148.3508912,-576.8175433,-1.209599847,,
750.6,-1.208515316,0.005424285,16.66666667,,750.6,0.100004312,148.3862321,-576.9110948,-1.208515316,,
750.7,-1.208049349,0.002347432,16.66666667,,750.7,0.099935637,148.4216501,-577.0045437,-1.208049349,,
750.8,-1.207327611,0.003665717,16.66666667,,750.8,0.098565062,148.4566253,-577.0966947,-1.207327611,,
750.9,-1.206144651,0.005976258,16.66666667,,750.9,0.098323444,148.4915811,-577.1885946,-1.206144651,,
751,-1.205419942,0.003631795,16.66666667,,751,0.099619797,148.5271079,-577.2816642,-1.205419942,,
751.1,-1.204886099,0.002670358,16.66666667,,751.1,0.099925872,148.5628115,-577.3749939,-1.204886099,,
751.2,-1.20301106,0.009379174,16.66666667,,751.2,0.099988705,148.5985874,-577.4683632,-1.20301106,,
751.3,-1.201224314,0.008936046,16.66666667,,751.3,0.099926383,148.6345159,-577.5616071,-1.201224314,,
751.4,-1.200413311,0.004052385,16.66666667,,751.4,0.100021767,148.6706454,-577.6548756,-1.200413311,,
751.5,-1.199724474,0.003451854,16.66666667,,751.5,0.100108157,148.7068818,-577.7481953,-1.199724474,,
751.6,-1.199435325,0.001463393,16.66666667,,751.6,0.099447473,148.7429429,-577.8408743,-1.199435325,,
751.7,-1.1976513,0.009056953,16.66666667,,751.7,0.098140729,148.7785566,-577.9323252,-1.1976513,,
751.8,-1.196258606,0.007007678,16.66666667,,751.8,0.098837778,148.8145875,-578.0243615,-1.196258606,,
751.9,-1.195706009,0.002765274,16.66666667,,751.9,0.099900412,148.8511353,-578.1173365,-1.195706009,,
752,-1.194444292,0.006312042,16.66666667,,752,0.099934062,148.8877468,-578.2103226,-1.194444292,,
752.1,-1.193763776,0.003400968,16.66666667,,752.1,0.099956392,148.9244838,-578.3032832,-1.193763776,,
752.2,-1.192263694,0.007494137,16.66666667,,752.2,0.100138505,148.9613511,-578.3963881,-1.192263694,,
752.3,-1.190528266,0.008680535,16.66666667,,752.3,0.100028851,148.9983175,-578.4893357,-1.190528266,,
752.4,-1.190245997,0.001417178,16.66666667,,752.4,0.099892934,149.0353947,-578.5820928,-1.190245997,,
752.5,-1.189698389,0.002771733,16.66666667,,752.5,0.09928426,149.072272,-578.6742743,-1.189698389,,
752.6,-1.188512882,0.006013618,16.66666667,,752.6,0.098284437,149.1088279,-578.7655075,-1.188512882,,
752.7,-1.187452596,0.00533616,16.66666667,,752.7,0.098852655,149.1457039,-578.8572245,-1.187452596,,
752.8,-1.18620428,0.006246395,16.66666667,,752.8,0.099845573,149.1830485,-578.9498232,-1.18620428,,
752.9,-1.184804492,0.006995727,16.66666667,,752.9,0.100000263,149.2205667,-579.0425186,-1.184804492,,
753,-1.18369385,0.005549875,16.66666667,,753,0.10009159,149.258249,-579.135246,-1.18369385,,
753.1,-1.182606628,0.005435107,16.66666667,,753.1,0.100028641,149.2960105,-579.2278732,-1.182606628,,
753.2,-1.181368445,0.006193886,16.66666667,,753.2,0.100008341,149.333865,-579.3204405,-1.181368445,,
753.3,-1.180398298,0.004878478,16.66666667,,753.3,0.099895644,149.3717913,-579.4128566,-1.180398298,,
753.4,-1.17962108,0.003942745,16.66666667,,753.4,0.098966901,149.4094538,-579.504377,-1.17962108,,
753.5,-1.178374431,0.00631441,16.66666667,,753.5,0.098159296,149.4468795,-579.5951215,-1.178374431,,
753.6,-1.176954192,0.007125131,16.66666667,,753.6,0.09926984,149.484843,-579.6868454,-1.176954192,,
753.7,-1.176198441,0.003778439,16.66666667,,753.7,0.100058314,149.5232393,-579.7792434,-1.176198441,,
753.8,-1.17547187,0.003633451,16.66666667,,753.8,0.099958379,149.561667,-579.8715201,-1.17547187,,
753.9,-1.17436511,0.005535014,16.66666667,,753.9,0.100008922,149.6001812,-579.9638155,-1.17436511,,
754,-1.17271109,0.008274255,16.66666667,,754,0.099947219,149.6387737,-580.0560113,-1.17271109,,
754.1,-1.172269757,0.002207577,16.66666667,,754.1,0.099952273,149.6775206,-580.1481478,-1.172269757,,
754.2,-1.171583204,0.003456744,16.66666667,,754.2,0.099965521,149.7163133,-580.2402794,-1.171583204,,
754.3,-1.170280318,0.006618174,16.66666667,,754.3,0.098646888,149.7546567,-580.3311694,-1.170280318,,
754.4,-1.168735217,0.007809714,16.66666667,,754.4,0.098218086,149.7929513,-580.4216145,-1.168735217,,
754.5,-1.167270193,0.007337626,16.66666667,,754.5,0.099625387,149.8319363,-580.5132954,-1.167270193,,
754.6,-1.166915843,0.001771892,16.66666667,,754.6,0.100033693,149.8712159,-580.6052946,-1.166915843,,
754.7,-1.165551883,0.006821199,16.66666667,,754.7,0.099949983,149.9104952,-580.6972029,-1.165551883,,
754.8,-1.164099925,0.007258552,16.66666667,,754.8,0.100009026,149.9499231,-580.7891118,-1.164099925,,
754.9,-1.163031547,0.005340973,16.66666667,,754.9,0.100025188,149.9894908,-580.8809782,-1.163031547,,
755,-1.162282721,0.003757716,16.66666667,,755,0.100008986,150.0291502,-580.9727874,-1.162282721,,
755.1,-1.161047169,0.006262339,16.66666667,,755.1,0.099268039,150.068584,-581.0638869,-1.161047169,,
755.2,-1.160714908,0.001685749,16.66666667,,755.2,0.098030705,150.1076374,-581.1538027,-1.160714908,,
755.3,-1.16017461,0.002713894,16.66666667,,755.3,0.099069188,150.1471347,-581.2446579,-1.16017461,,
755.4,-1.1585234,0.008254657,16.66666667,,755.4,0.100016925,150.1870594,-581.3363607,-1.1585234,,
755.5,-1.156897185,0.008130397,16.66666667,,755.5,0.10001676,150.2271354,-581.4279973,-1.156897185,,
755.6,-1.155247016,0.008253174,16.66666667,,755.6,0.099999932,150.2673536,-581.5195532,-1.155247016,,
755.7,-1.154368637,0.004394355,16.66666667,,755.7,0.099943632,150.3077001,-581.6109911,-1.154368637,,
755.8,-1.153321112,0.005240122,16.66666667,,755.8,0.09994437,150.3481272,-581.7023942,-1.153321112,,
755.9,-1.151936661,0.006956622,16.66666667,,755.9,0.09996034,150.3886565,-581.7937695,-1.151936661,,
756,-1.151437179,0.002531109,16.66666667,,756,0.099051689,150.4289427,-581.8842585,-1.151437179,,
756.1,-1.15081713,0.003139554,16.66666667,,756.1,0.098285207,150.468962,-581.9740273,-1.15081713,,
756.2,-1.149319542,0.007519368,16.66666667,,756.2,0.099210662,150.5094143,-582.0646163,-1.149319542,,
756.3,-1.148202418,0.005587716,16.66666667,,756.3,0.099953449,150.5503061,-582.1558224,-1.148202418,,
756.4,-1.147053783,0.0057425,16.66666667,,756.4,0.099971582,150.5913072,-582.2469993,-1.147053783,,
756.5,-1.14627414,0.003897779,16.66666667,,756.5,0.100051836,150.632446,-582.3382022,-1.14627414,,
756.6,-1.145000897,0.006370913,16.66666667,,756.6,0.099970519,150.6736224,-582.4292989,-1.145000897,,
756.7,-1.143817448,0.00592549,16.66666667,,756.7,0.099882018,150.7148782,-582.5202625,-1.143817448,,
756.8,-1.142552496,0.006365923,16.66666667,,756.8,0.099839707,150.7562241,-582.6111387,-1.142552496,,
756.9,-1.141326003,0.00622132,16.66666667,,756.9,0.098867046,150.797281,-582.7010777,-1.141326003,,
757,-1.141160002,0.000839931,16.66666667,,757,0.098276544,150.8382023,-582.7904294,-1.141160002,,
757.1,-1.139871301,0.006464774,16.66666667,,757.1,0.099359676,150.8795896,-582.880759,-1.139871301,,
757.2,-1.137976981,0.009470657,16.66666667,,757.2,0.099982418,150.9213534,-582.971601,-1.137976981,,
757.3,-1.137215011,0.003807838,16.66666667,,757.3,0.100037472,150.9633123,-583.0624137,-1.137215011,,
757.4,-1.137079395,0.000678013,16.66666667,,757.4,0.100068214,151.0053533,-583.1532223,-1.137079395,,
757.5,-1.135500644,0.007897474,16.66666667,,757.5,0.099950629,151.0473572,-583.2439185,-1.135500644,,
757.6,-1.134027288,0.007377086,16.66666667,,757.6,0.099955291,151.0895062,-583.3345525,-1.134027288,,
757.7,-1.132948796,0.005439742,16.66666667,,757.7,0.099765249,151.1317083,-583.4249521,-1.132948796,,
757.8,-1.131514134,0.00728473,16.66666667,,757.8,0.098496423,151.1734699,-583.514157,-1.131514134,,
757.9,-1.130382245,0.005707679,16.66666667,,757.9,0.09844461,151.2153374,-583.603255,-1.130382245,,
758,-1.129664133,0.003593546,16.66666667,,758,0.099865107,151.2579113,-583.6935905,-1.129664133,,
758.1,-1.12780158,0.009320576,16.66666667,,758.1,0.099968722,151.3005943,-583.7839891,-1.12780158,,
758.2,-1.127587144,0.00107334,16.66666667,,758.2,0.099863745,151.3434006,-583.8742132,-1.127587144,,
758.3,-1.127377472,0.001048995,16.66666667,,758.3,0.099920068,151.3862504,-583.964479,-1.127377472,,
758.4,-1.125112654,0.011317905,16.66666667,,758.4,0.099958468,151.4291356,-584.0547705,-1.125112654,,
758.5,-1.123986269,0.005649131,16.66666667,,758.5,0.100150816,151.4723081,-584.1451382,-1.123986269,,
758.6,-1.122699674,0.006523389,16.66666667,,758.6,0.099239986,151.5151888,-584.2346358,-1.122699674,,
758.7,-1.121155405,0.007835177,16.66666667,,758.7,0.097988029,151.5576422,-584.3229498,-1.121155405,,
758.8,-1.120455644,0.003515537,16.66666667,,758.8,0.099106351,151.600718,-584.4122053,-1.120455644,,
758.9,-1.120003762,0.002259475,16.66666667,,758.9,0.099941812,151.6442199,-584.5021828,-1.120003762,,
759,-1.11884886,0.005769004,16.66666667,,759,0.100052318,151.6878106,-584.5922401,-1.11884886,,
759.1,-1.117764896,0.005417437,16.66666667,,759.1,0.100138694,151.731543,-584.6823247,-1.117764896,,
759.2,-1.116545176,0.006102007,16.66666667,,759.2,0.09994924,151.7752901,-584.7721915,-1.116545176,,
759.3,-1.115400834,0.005726728,16.66666667,,759.3,0.09993903,151.8191423,-584.8619957,-1.115400834,,
759.4,-1.113852399,0.007788655,16.66666667,,759.4,0.09988574,151.8630738,-584.9517018,-1.113852399,,
759.5,-1.112507418,0.006820725,16.66666667,,759.5,0.098920772,151.9067184,-585.0404738,-1.112507418,,
759.6,-1.11183341,0.003411817,16.66666667,,759.6,0.098269443,151.9501942,-585.1286029,-1.11183341,,
759.7,-1.11097245,0.004320602,16.66666667,,759.7,0.099281613,151.9941778,-585.2176101,-1.11097245,,
759.8,-1.110100406,0.004360884,16.66666667,,759.8,0.099987092,152.0385511,-585.3072116,-1.110100406,,
759.9,-1.108892504,0.006042544,16.66666667,,759.9,0.099982324,152.0830004,-585.3967701,-1.108892504,,
760,-1.107771333,0.005608593,16.66666667,,760,0.099917374,152.1275289,-585.4862167,-1.107771333,,
760.1,-1.106570521,0.006004251,16.66666667,,760.1,0.09998486,152.1721878,-585.5756737,-1.106570521,,
760.2,-1.10525223,0.006603368,16.66666667,,760.2,0.100008783,152.2169648,-585.6650984,-1.10525223,,
760.3,-1.104404245,0.004281966,16.66666667,,760.3,0.099630424,152.2616898,-585.7541259,-1.104404245,,
760.4,-1.10316849,0.006275697,16.66666667,,760.4,0.09840601,152.3059397,-585.8420218,-1.10316849,,
760.5,-1.101545215,0.008186627,16.66666667,,760.5,0.09850521,152.3503429,-585.9299515,-1.101545215,,
760.6,-1.100606353,0.004696794,16.66666667,,760.6,0.099778542,152.3954646,-586.0189447,-1.100606353,,
760.7,-1.099867179,0.003694509,16.66666667,,760.7,0.100115736,152.4408226,-586.1081961,-1.099867179,,
760.8,-1.099052165,0.00407652,16.66666667,,760.8,0.099957795,152.4861749,-586.1972732,-1.099052165,,
760.9,-1.097351358,0.008505695,16.66666667,,760.9,0.099971034,152.5316058,-586.2863251,-1.097351358,,
761,-1.096698608,0.003264175,16.66666667,,761,0.099989908,152.5771967,-586.3753164,-1.096698608,,
761.1,-1.094821728,0.009401916,16.66666667,,761.1,0.099984039,152.622843,-586.4642727,-1.094821728,,
761.2,-1.094113432,0.003574959,16.66666667,,761.2,0.099643406,152.6685001,-586.5528404,-1.094113432,,
761.3,-1.093448394,0.003376237,16.66666667,,761.3,0.098483683,152.7136878,-586.6403453,-1.093448394,,
761.4,-1.091001873,0.012343595,16.66666667,,761.4,0.098492206,152.7589376,-586.7278277,-1.091001873,,
761.5,-1.09123398,-0.001162321,16.66666667,,761.5,0.09970952,152.8049632,-586.816279,-1.09123398,,
761.6,-1.090646131,0.002940613,16.66666667,,761.6,0.099983325,152.8510946,-586.9049839,-1.090646131,,
761.7,-1.088630195,0.010085403,16.66666667,,761.7,0.099923494,152.8972505,-586.9936086,-1.088630195,,
761.8,-1.087491481,0.005693398,16.66666667,,761.8,0.099963028,152.9436033,-587.0821751,-1.087491481,,
761.9,-1.08578384,0.008533928,16.66666667,,761.9,0.100043031,152.9900941,-587.1707596,-1.08578384,,
762,-1.084989193,0.00398832,16.66666667,,762,0.100057182,153.0367427,-587.2592771,-1.084989193,,
762.1,-1.084591513,0.002017637,16.66666667,,762.1,0.099186319,153.083055,-587.3469874,-1.084591513,,
762.2,-1.083361359,0.006243428,16.66666667,,762.2,0.097915807,153.1288085,-587.433556,-1.083361359,,
762.3,-1.081362284,0.010038509,16.66666667,,762.3,0.099116039,153.1752306,-587.5211287,-1.081362284,,
762.4,-1.080581588,0.003902107,16.66666667,,762.4,0.100024578,153.2222548,-587.6094103,-1.080581588,,
762.5,-1.079941869,0.003198415,16.66666667,,762.5,0.100045592,153.2693578,-587.6976737,-1.079941869,,
762.6,-1.078495533,0.007237822,16.66666667,,762.6,0.099965711,153.3164796,-587.7858365,-1.078495533,,
762.7,-1.07745554,0.005201573,16.66666667,,762.7,0.099864657,153.3636811,-587.873842,-1.07745554,,
762.8,-1.076660501,0.003975896,16.66666667,,762.8,0.100073496,153.411073,-587.9619823,-1.076660501,,
762.9,-1.074918429,0.008779384,16.66666667,,762.9,0.099891196,153.4584485,-588.0499244,-1.074918429,,
763,-1.073763924,0.005870378,16.66666667,,763,0.098536374,153.5053325,-588.1365922,-1.073763924,,
763.1,-1.07374936,7.36815E-05,16.66666667,,763.1,0.098129874,153.5521227,-588.2228485,-1.07374936,,
763.2,-1.072525418,0.00613472,16.66666667,,763.2,0.099532137,153.5995828,-588.3103367,-1.072525418,,
763.3,-1.07021007,0.011575495,16.66666667,,763.3,0.099978573,153.6473633,-588.3981589,-1.07021007,,
763.4,-1.068920764,0.006445579,16.66666667,,763.4,0.100042933,153.6953779,-588.4859267,-1.068920764,,
763.5,-1.068313049,0.003038154,16.66666667,,763.5,0.09998656,153.7434785,-588.5735831,-1.068313049,,
763.6,-1.067268739,0.005217342,16.66666667,,763.6,0.100041042,153.7916586,-588.661258,-1.067268739,,
763.7,-1.066488882,0.003906973,16.66666667,,763.7,0.100120348,153.8399685,-588.748952,-1.066488882,,
763.8,-1.065382106,0.005595326,16.66666667,,763.8,0.09948609,153.8880403,-588.836053,-1.065382106,,
763.9,-1.064225543,0.005875614,16.66666667,,763.9,0.09831755,153.9356427,-588.9220783,-1.064225543,,
764,-1.063506076,0.003629788,16.66666667,,764,0.098523532,153.9834445,-589.0082286,-1.063506076,,
764.1,-1.062308535,0.005997379,16.66666667,,764.1,0.099688451,154.0318742,-589.0953627,-1.062308535,,
764.2,-1.059806418,0.012514771,16.66666667,,764.2,0.099988925,154.0805545,-589.1827012,-1.059806418,,
764.3,-1.058920028,0.004432337,16.66666667,,764.3,0.099944188,154.1294313,-589.2698786,-1.058920028,,
764.4,-1.059182792,-0.001313155,16.66666667,,764.4,0.100038195,154.1784314,-589.3570946,-1.059182792,,
764.5,-1.057548746,0.008170529,16.66666667,,764.5,0.10006254,154.2274205,-589.4443447,-1.057548746,,
764.6,-1.055854941,0.008497121,16.66666667,,764.6,0.099930149,154.2764871,-589.5313993,-1.055854941,,
764.7,-1.055039038,0.004128789,16.66666667,,764.7,0.099408542,154.3254442,-589.6179167,-1.055039038,,
764.8,-1.053851279,0.006037139,16.66666667,,764.8,0.098204606,154.3738781,-589.7033468,-1.053851279,,
764.9,-1.05304335,0.00407321,16.66666667,,764.9,0.098537376,154.4225779,-589.7890086,-1.05304335,,
765,-1.051785641,0.006293982,16.66666667,,765,0.099814544,154.471979,-589.8757408,-1.051785641,,
765.1,-1.050232645,0.007764077,16.66666667,,765.1,0.100012631,154.5215874,-589.9625828,-1.050232645,,
765.2,-1.048924603,0.006537417,16.66666667,,765.2,0.100010609,154.5713296,-590.0493459,-1.048924603,,
765.3,-1.048199839,0.003622055,16.66666667,,765.3,0.100074907,154.6212173,-590.1360996,-1.048199839,,
765.4,-1.04764511,0.002774887,16.66666667,,765.4,0.100022491,154.6711417,-590.2227717,-1.04764511,,
765.5,-1.046292783,0.006805595,16.66666667,,765.5,0.099888243,154.7210471,-590.3092998,-1.046292783,,
765.6,-1.045228488,0.005409783,16.66666667,,765.6,0.09881978,154.7705344,-590.3948355,-1.045228488,,
765.7,-1.044310383,0.004657132,16.66666667,,765.7,0.097915448,154.819659,-590.4795362,-1.044310383,,
765.8,-1.042516664,0.009003392,16.66666667,,765.8,0.099224221,154.869519,-590.5653233,-1.042516664,,
765.9,-1.04109603,0.007100405,16.66666667,,765.9,0.100002723,154.9199252,-590.6516932,-1.04109603,,
766,-1.040206881,0.0044434,16.66666667,,766,0.10007526,154.9704907,-590.738054,-1.040206881,,
766.1,-1.039038206,0.005840896,16.66666667,,766.1,0.100030268,155.0211102,-590.824331,-1.039038206,,
766.2,-1.03848006,0.002790206,16.66666667,,766.2,0.100054536,155.0718428,-590.9105697,-1.03848006,,
766.3,-1.037792694,0.003441349,16.66666667,,766.3,0.099982962,155.1225872,-590.9967184,-1.037792694,,
766.4,-1.036300281,0.007526017,16.66666667,,766.4,0.099754466,155.1732747,-591.0826354,-1.036300281,,
766.5,-1.035033674,0.006442475,16.66666667,,766.5,0.098546068,155.2234748,-591.1674368,-1.035033674,,
766.6,-1.033646393,0.007022079,16.66666667,,766.6,0.098056408,155.2735323,-591.2517535,-1.033646393,,
766.7,-1.032541265,0.005540651,16.66666667,,766.7,0.099503531,155.3244472,-591.337244,-1.032541265,,
766.8,-1.031574937,0.00483347,16.66666667,,766.8,0.099954634,155.3756878,-591.4230655,-1.031574937,,
766.9,-1.030430284,0.005721453,16.66666667,,766.9,0.099969615,155.427019,-591.5088503,-1.030430284,,
767,-1.029724708,0.003526446,16.66666667,,767,0.100093709,155.4785122,-591.5946827,-1.029724708,,
767.1,-1.028363383,0.006808867,16.66666667,,767.1,0.099987607,155.5300113,-591.6803878,-1.028363383,,
767.2,-1.026752753,0.008069967,16.66666667,,767.2,0.099946491,155.5816058,-591.7659875,-1.026752753,,
767.3,-1.025800886,0.00481372,16.66666667,,767.3,0.099636788,155.6331778,-591.851239,-1.025800886,,
767.4,-1.024961284,0.004275829,16.66666667,,767.4,0.098103603,155.6840361,-591.9351303,-1.024961284,,
767.5,-1.023706176,0.006336647,16.66666667,,767.5,0.098256324,155.7350441,-592.0191094,-1.023706176,,
767.6,-1.0228513,0.004277049,16.66666667,,767.6,0.099815015,155.7869683,-592.1043556,-1.0228513,,
767.7,-1.021433855,0.007086067,16.66666667,,767.7,0.100060236,155.8390931,-592.1897667,-1.021433855,,
767.8,-1.020180007,0.006270792,16.66666667,,767.8,0.099972495,155.8912931,-592.275029,-1.020180007,,
767.9,-1.019461735,0.003590126,16.66666667,,767.9,0.099977914,155.9436028,-592.3602304,-1.019461735,,
768,-1.018308396,0.005767341,16.66666667,,768,0.100090959,155.9960329,-592.4454905,-1.018308396,,
768.1,-1.017254583,0.00529737,16.66666667,,768.1,0.099886695,156.0484541,-592.5305162,-1.017254583,,
768.2,-1.016411713,0.004278219,16.66666667,,768.2,0.099044638,156.1005222,-592.6147703,-1.016411713,,
768.3,-1.015186508,0.0062263,16.66666667,,768.3,0.097969648,156.1520954,-592.6980665,-1.015186508,,
768.4,-1.013241236,0.009788207,16.66666667,,768.4,0.098809299,156.2042135,-592.7820128,-1.013241236,,
768.5,-1.012639255,0.003011766,16.66666667,,768.5,0.099927019,156.2570862,-592.866806,-1.012639255,,
768.6,-1.011848077,0.003955595,16.66666667,,768.6,0.099949234,156.3100217,-592.9515862,-1.011848077,,
768.7,-1.010646208,0.006004551,16.66666667,,768.7,0.100065661,156.363086,-593.0364232,-1.010646208,,
768.8,-1.009826726,0.004097063,16.66666667,,768.8,0.100094035,156.4162673,-593.1212204,-1.009826726,,
768.9,-1.008681795,0.005731477,16.66666667,,768.9,0.099923037,156.4694271,-593.2058292,-1.008681795,,
769,-1.007484269,0.006039205,16.66666667,,769,0.099838913,156.5226389,-593.2903059,-1.007484269,,
769.1,-1.006901036,0.002971471,16.66666667,,769.1,0.098453071,156.5752118,-593.3735471,-1.006901036,,
769.2,-1.004372846,0.012816233,16.66666667,,769.2,0.097824538,156.6274973,-593.4562264,-1.004372846,,
769.3,-1.003569826,0.004025993,16.66666667,,769.3,0.099440099,156.6808586,-593.5401365,-1.003569826,,
769.4,-1.003541836,0.000139922,16.66666667,,769.4,0.100018804,156.7345982,-593.6244918,-1.003541836,,
769.5,-1.001461157,0.010405401,16.66666667,,769.5,0.100018691,156.7883401,-593.7088455,-1.001461157,,
769.6,-1.00027384,0.00594117,16.66666667,,769.6,0.099942826,156.8422165,-593.7930233,-1.00027384,,
769.7,-0.999663026,0.003054303,16.66666667,,769.7,0.099902817,156.8961712,-593.8771034,-0.999663026,,
769.8,-0.998759348,0.004518288,16.66666667,,769.8,0.100081795,156.950274,-593.9613011,-0.998759348,,
769.9,-0.99725908,0.007560778,16.66666667,,769.9,0.09992281,157.0043668,-594.0453162,-0.99725908,,
770,-0.996183895,0.005475526,16.66666667,,770,0.098504869,157.0578162,-594.128059,-0.996183895,,
770.1,-0.995583774,0.0030423,16.66666667,,770.1,0.097857166,157.1110025,-594.2102006,-0.995583774,,
770.2,-0.994882955,0.00351442,16.66666667,,770.2,0.099401641,157.1650783,-594.2936062,-0.994882955,,
770.3,-0.993584698,0.006494909,16.66666667,,770.3,0.100010823,157.2195443,-594.3774848,-0.993584698,,
770.4,-0.991750843,0.00917602,16.66666667,,770.4,0.099877505,157.2740464,-594.4611809,-0.991750843,,
770.5,-0.991606045,0.000723963,16.66666667,,770.5,0.099975464,157.3287555,-594.5448589,-0.991606045,,
770.6,-0.990087157,0.007593176,16.66666667,,770.6,0.100031889,157.3835076,-594.6285762,-0.990087157,,
770.7,-0.988423752,0.00834126,16.66666667,,770.7,0.100001459,157.4383701,-594.7121848,-0.988423752,,
770.8,-0.988087146,0.001705855,16.66666667,,770.8,0.099417469,157.4930504,-594.7952143,-0.988087146,,
770.9,-0.986115703,0.010045218,16.66666667,,770.9,0.097906178,157.546927,-594.8769635,-0.986115703,,
771,-0.985334027,0.003944612,16.66666667,,771,0.09835069,157.60121,-594.958977,-0.985334027,,
771.1,-0.985015565,0.001594097,16.66666667,,771.1,0.099812382,157.6563648,-595.0421663,-0.985015565,,
771.2,-0.983543565,0.007363529,16.66666667,,771.2,0.099963074,157.7116294,-595.1254636,-0.983543565,,
771.3,-0.983306622,0.001184831,16.66666667,,771.3,0.099941139,157.7670044,-595.2086612,-0.983306622,,
771.4,-0.981835879,0.007347562,16.66666667,,771.4,0.100038724,157.8224532,-595.2919269,-0.981835879,,
771.5,-0.979805944,0.010143418,16.66666667,,771.5,0.100128729,157.8780744,-595.3751858,-0.979805944,,
771.6,-0.979374747,0.00216626,16.66666667,,771.6,0.09999467,157.9337898,-595.4582203,-0.979374747,,
771.7,-0.978477397,0.004563052,16.66666667,,771.7,0.099056804,157.9890181,-595.5404522,-0.978477397,,
771.8,-0.977381645,0.005587716,16.66666667,,771.8,0.097598828,158.0435062,-595.6214249,-0.977381645,,
771.9,-0.976122953,0.006343179,16.66666667,,771.9,0.098501387,158.0985877,-595.7030861,-0.976122953,,
772,-0.974639103,0.007420248,16.66666667,,772,0.099930881,158.1545728,-595.785862,-0.974639103,,
772.1,-0.974415903,0.001115513,16.66666667,,772.1,0.100042259,158.2107432,-595.8686469,-0.974415903,,
772.2,-0.973572268,0.004215823,16.66666667,,772.2,0.100045328,158.2669338,-595.9514218,-0.973572268,,
772.3,-0.972232131,0.006698431,16.66666667,,772.3,0.10006629,158.323206,-596.0341666,-0.972232131,,
772.4,-0.971104319,0.005642973,16.66666667,,772.4,0.10000091,158.3795522,-596.1167819,-0.971104319,,
772.5,-0.971030616,0.000371947,16.66666667,,772.5,0.099860513,158.4359123,-596.1992177,-0.971030616,,
772.6,-0.969102144,0.009842164,16.66666667,,772.6,0.098294073,158.4913943,-596.2803563,-0.969102144,,
772.7,-0.967851832,0.006346035,16.66666667,,772.7,0.097645761,158.5466657,-596.3608533,-0.967851832,,
772.8,-0.967813179,0.000193913,16.66666667,,772.8,0.099376758,158.6030193,-596.4427069,-0.967813179,,
772.9,-0.9663339,0.007399918,16.66666667,,772.9,0.099955377,158.6597042,-596.5250349,-0.9663339,,
773,-0.964694343,0.008199405,16.66666667,,773,0.099949353,158.7165074,-596.607274,-0.964694343,,
773.1,-0.964198341,0.002479381,16.66666667,,773.1,0.100011214,158.7734806,-596.6894707,-0.964198341,,
773.2,-0.9632164,0.004908313,16.66666667,,773.2,0.100039171,158.8305105,-596.7716621,-0.9632164,,
773.3,-0.962287445,0.004662187,16.66666667,,773.3,0.100017661,158.8876088,-596.8537798,-0.962287445,,
773.4,-0.961014237,0.006467229,16.66666667,,773.4,0.099235429,158.9443362,-596.9352026,-0.961014237,,
773.5,-0.960217859,0.004065438,16.66666667,,773.5,0.097635219,159.0002508,-597.0152413,-0.960217859,,
773.6,-0.959388339,0.004189738,16.66666667,,773.6,0.098254704,159.0565843,-597.095743,-0.959388339,,
773.7,-0.958385909,0.00501814,16.66666667,,773.7,0.099733817,159.1138336,-597.1774091,-0.958385909,,
773.8,-0.957142371,0.00621637,16.66666667,,773.8,0.100027401,159.1713335,-597.259258,-0.957142371,,
773.9,-0.955935347,0.006031509,16.66666667,,773.9,0.100015006,159.228928,-597.3410252,-0.955935347,,
774,-0.955743265,0.000959537,16.66666667,,774,0.100104713,159.2866729,-597.4227961,-0.955743265,,
774.1,-0.954596153,0.005736238,16.66666667,,774.1,0.100078013,159.3444181,-597.5045341,-0.954596153,,
774.2,-0.953707801,0.004459568,16.66666667,,774.2,0.099898367,159.4021532,-597.5860592,-0.953707801,,
774.3,-0.952871181,0.004246722,16.66666667,,774.3,0.099302856,159.4596161,-597.6670473,-0.952871181,,
774.4,-0.951721081,0.005876287,16.66666667,,774.4,0.097700813,159.5162186,-597.7466815,-0.951721081,,
774.5,-0.950556277,0.005888543,16.66666667,,774.5,0.098018158,159.5730968,-597.826509,-0.950556277,,
774.6,-0.94929238,0.006321796,16.66666667,,774.6,0.099790356,159.631098,-597.9077123,-0.94929238,,
774.7,-0.949231625,0.000303471,16.66666667,,774.7,0.100136446,159.6894033,-597.9891236,-0.949231625,,
774.8,-0.947773974,0.007289804,16.66666667,,774.8,0.100062694,159.7476706,-598.0704714,-0.947773974,,
774.9,-0.946165374,0.008046765,16.66666667,,774.9,0.099894886,159.8059585,-598.1515979,-0.946165374,,
775,-0.946543686,-0.001891269,16.66666667,,775,0.100011466,159.864445,-598.2327251,-0.946543686,,
775.1,-0.945232713,0.006595107,16.66666667,,775.1,0.100019328,159.9229054,-598.3138808,-0.945232713,,
775.2,-0.943924143,0.006674319,16.66666667,,775.2,0.098760448,159.980735,-598.3939393,-0.943924143,,
